SYMBOL	ENTREZID
LINC02068	105374219
IGLV2-33	28811
SRRM3	222183
ERC2	26059
SEZ6	124925
OR51E1	143503
FOLH1	2346
THSD4	79875
NMNAT2	23057
FAM180B	399888
FITM1	161247
IGLV2-5	28818
CIRBP-AS1	148046
LINC02073	105371828
ATP2A1	487
FGF12	2257
HSPB7	27129
LINC01082	100506542
ARL14	80117
P2RX5-TAX1BP3	100533970
FAM227A	646851
CSDC2	27254
SYCE3	644186
PTPRD	5789
OSBPL6	114880
HMCN2	256158
FMO2	2327
IGHV7-81	28378
CHRDL1	91851
UPB1	51733
LINC01635	101928043
COL4A6	1288
C6orf132	647024
AKR1C1	1645
SEMA3F-AS1	100129060
KSR2	283455
LINC01431	100505683
TRNP1	388610
POLI	11201
WDR20	91833
TJP2	9414
YJEFN3	374887
DHX58	79132
INMT	11185
GPSM1	26086
C8orf58	541565
LRCH3	84859
TMEM125	128218
SLC52A1	55065
SEC61A2	55176
SGCB	6443
RAD9A	5883
PRR22	163154
ANKDD1B	728780
SMIM22	440335
LIAS	11019
STBD1	8987
LINC00842	643650
TIMP4	7079
MYOZ3	91977
CAPN6	827
LY6K	54742
ANXA8	653145
DCLK1	9201
COLCA1	399948
PDE8B	8622
LINC01091	285419
MYCN	4613
IGLV10-54	28772
GOLGA8Q	727909
GRIK2	2898
CASC2	255082
PNMA6A	84968
VAX2	25806
ADAM33	80332
LYPD6B	130576
BAALC-AS1	100499183
NIPAL4	348938
IL21R-AS1	283888
LINC02245	400958
LINC01918	105373984
ASCL4	121549
SCG2	7857
RBM20	282996
OXTR	5021
RET	5979
GAS6-DT	100506394
DDX20	11218
ATP1B2	482
CHDH	55349
EFNA3	1944
PPT2	9374
NDUFB2-AS1	100134713
NPTXR	23467
GPR63	81491
GPRC5D-AS1	100506314
KATNA1	11104
METTL27	155368
ZNF235	9310
TERF2IP	54386
TMEM220-AS1	101101775
ZNF571-AS1	100507433
ATP6V1C2	245973
FOXD2	2306
GPRIN1	114787
CYB5B	80777
LINC01547	84536
RHPN2	85415
FUT1	2523
SFRP5	6425
HOXA3	3200
GSC	145258
CACNB2	783
LRRC46	90506
BMPR1A	657
PPFIA4	8497
RAD9B	144715
LINC01572	101927957
GEMIN2	8487
ZEB1-AS1	220930
TPBGL	100507050
SMIM2-AS1	101929212
SLIT1	6585
TRPC4	7223
LINC01852	107984773
PNMA2	10687
RGN	9104
ATP1A2	477
KCNA5	3741
GAS1RR	100506834
BHMT2	23743
IGDCC4	57722
MYO3B	140469
C1orf220	400798
FOXA1	3169
SLC16A8	23539
HRCT1	646962
NOVA1	4857
TDO2	6999
KIAA1755	85449
HSF2BP	11077
SEMA3D	223117
LINC01127	100506328
DNAH7	56171
CCDC183	84960
HADHB	3032
LINC01301	100505532
TNK2-AS1	100128262
DUSP18	150290
KCNAB3	9196
FIGNL1	63979
THAP2	83591
VHL	7428
ZBTB7C	201501
ZFP92	139735
TRIM21	6737
C11orf71	54494
CDKN2B-AS1	100048912
CERS2	29956
SETMAR	6419
PHKA1	5255
FXN	2395
NCMAP	400746
STAR	6770
HMSD	284293
KCNQ3	3786
FAM3D	131177
RIPOR3	140876
TLDC2	140711
ZNF281	23528
TSTD3	100130890
CEP85L	387119
ZCCHC14	23174
NUP62CL	54830
ZNF613	79898
KCNJ14	3770
NUTF2	10204
AKAP6	9472
KDM4D	55693
LYPD5	284348
LINC00852	84657
MT3	4504
C14orf93	60686
KCNK15	60598
PTPRU	10076
DLX5	1749
DGCR6	8214
TULP2	7288
IGKV6-21	28906
LINC00702	100652988
ITGBL1	9358
CD5L	922
FOXP2	93986
GALNT15	117248
CEP295NL	100653515
HMGA2	8091
EFNB3	1949
OR52K1	390036
LINC00384	102157400
KRT5	3852
PLPPR4	9890
ALKAL2	285016
SLC6A1	6529
SPATA12	353324
SYT2	127833
LINC01134	100133612
FGFR4	2264
ABCB6	10058
FAM220A	84792
CCT6B	10693
SVOPL	136306
ZNF548	147694
DHRS11	79154
ANAPC15	25906
CDH26	60437
PLGLB2	5342
ELOVL7	79993
SLC16A13	201232
ZDHHC23	254887
PAK3	5063
METTL13	51603
TMEM161B	153396
HTR2B	3357
MTCP1	4515
C16orf46	123775
BOLA2	552900
ZACN	353174
FIRRE	286467
PSMC6	5706
BTNL8	79908
GJC2	57165
RHBDL2	54933
PTPRH	5794
TMEM229B	161145
MMRN1	22915
LINC00092	100188953
BBS5	129880
ZFP41	286128
GLB1L2	89944
AGAP9	642517
NAA60	79903
ADARB2	105
MAMLD1	10046
TNNC2	7125
FBXL19-AS1	283932
STPG1	90529
CCDC121	79635
ERCC8	1161
CYP4X1	260293
EFR3B	22979
ATP10B	23120
TLL2	7093
LRP1B	53353
CAMK1G	57172
MUC6	4588
FOXL2	668
NPR3	4883
HAND2	9464
CFAP300	85016
IGHV3-71	28411
EVPL	2125
CDH15	1013
ACKR2	1238
SAA1	6288
MAP6	4135
BEND7	222389
WSCD1	23302
MARVELD3	91862
FAM90A1	55138
LINC00839	84856
COL26A1	136227
FAM229A	100128071
TEX22	647310
TMPRSS3	64699
ZNF571	51276
CA11	770
ZNF589	51385
UGCG	7357
NXT2	55916
LINC01063	101929769
ZNF404	342908
CIART	148523
UCKL1-AS1	100113386
CATSPERE	257044
LAMA3	3909
FGF9	2254
ENTPD2	954
ZNF605	100289635
KIF9-AS1	285352
SYNC	81493
TRPV1	7442
PRX	57716
CPLX1	10815
ARHGEF10	9639
SLC26A1	10861
ARHGEF35	445328
AMIGO2	347902
LRWD1	222229
ADM2	79924
CDS1	1040
NUP35	129401
TAPT1	202018
ZNF26	7574
MIA-RAB4B	100529262
TM4SF19-AS1	100874214
TBXA2R	6915
ENPP3	5169
UPK3B	105375355
TMEM39B	55116
USP45	85015
ZNF559-ZNF177	100529215
NLGN3	54413
FAM124A	220108
SLC7A4	6545
AICDA	57379
ISL1	3670
UBE2QL1	134111
MIR3681HG	100506457
NAV3	89795
BCAN	63827
CLEC12B	387837
AVPR2	554
KCNK10	54207
LY6H	4062
CCDC81	60494
PLEKHH1	57475
TDRD6	221400
LRRC36	55282
C4orf50	389197
ADGRL3	23284
ST3GAL6-AS1	100874207
CES3	23491
ADCYAP1	116
LY86-AS1	285780
SERTAD4	56256
TMCC2	9911
SH3RF2	153769
KCNAB1	7881
DBH-AS1	138948
AFF2	2334
C1QTNF12	388581
MFAP3L	9848
REG4	83998
SAP30L	79685
C2CD2L	9854
DPEP3	64180
SCARF2	91179
UCN	7349
TRBV5-5	28610
ALAD	210
FAM149A	25854
KAZALD1	81621
ACOXL	55289
BEX1	55859
NUDT10	170685
CGN	57530
MYORG	57462
NOMO3	408050
IFT57	55081
NAA35	60560
ANKHD1-EIF4EBP3	404734
CEP170B	283638
FAIM2	23017
ASMT	438
AGT	183
FAM222A	84915
LINC01515	101928913
LINGO1	84894
IGLJ3	28831
NDNF	79625
CFAP69	79846
TSPAN11	441631
BDNF	627
SERPINA5	5104
CNGA1	1259
CCL13	6357
LIPH	200879
NPFFR1	64106
LINGO2	158038
RP1	6101
LINC00520	645687
CTSV	1515
BMP7	655
NTF3	4908
SYCP2L	221711
CHIT1	1118
GXYLT2	727936
KCNT2	343450
IGHV3-73	28409
GATA2-AS1	101927167
APOC3	345
NOS1AP	9722
LINC01694	105372840
DPYS	1807
ZNF418	147686
CPSF7	79869
SDK2	54549
CAPRIN1	4076
C1orf115	79762
DOK4	55715
RINT1	60561
DHCR7	1717
TRIM54	57159
CEND1	51286
ITGA2B	3674
OTUD7B	56957
POLR2J3	548644
DDX11	1663
CACNA1C	775
ILDR2	387597
TSPAN1	10103
MANEAL	149175
CMYA5	202333
RGS6	9628
FLJ45513	729220
CAPN8	388743
FERMT1	55612
TRGV5P	6979
AGR2	10551
CTBP1-AS	285463
MC1R	4157
NANOS3	342977
EFCAB13	124989
B9D2	80776
MPIG6B	80739
DDTL	100037417
PGM1	5236
TMTC4	84899
DES	1674
ICAM5	7087
ANO2	57101
FREM1	158326
GUCY2C	2984
CNTNAP3B	728577
TAC3	6866
DIO2	1734
HAGLROS	102800310
NEURL3	93082
LURAP1	541468
TWIST1	7291
SHROOM2	357
CBARP	255057
EIF5AL1	143244
IL13	3596
ADRB3	155
PLA2G5	5322
TNFRSF11B	4982
PTH1R	5745
MEF2C-AS2	109729137
RGS7BP	401190
PCDHGA10	56106
FBXL2	25827
CCL11	6356
DOC2A	8448
SELE	6401
PGR	5241
IL17B	27190
SRRM2-AS1	100128788
EFS	10278
WDR97	340390
MARF1	9665
MTR	4548
CBX1	10951
MAPK8IP1	9479
LINC02416	107984528
HLX-AS1	100873924
C2CD4A	145741
NECTIN3	25945
ZNF664	144348
WDR73	84942
TCEANC2	127428
CCNE1	898
AP5S1	55317
TSPAN8	7103
TMPRSS13	84000
PXT1	222659
PGBD4	161779
AARSD1	80755
NAPB	63908
TRIM6	117854
LINC01160	100129269
MEOX2	4223
CC2D2B	387707
CA8	767
LINC01426	100506385
AURKC	6795
CFAP53	220136
ZNF275	10838
FST	10468
UHMK1	127933
BRIP1	83990
SPART	23111
LINC00484	100129347
MUC16	94025
CHRNA7	1139
LINC01374	105378425
NR1H4	9971
LINC01615	101929484
NR5A1	2516
DKK2	27123
WFDC2	10406
ZNF730	100129543
STEAP2	261729
TUBA3C	7278
PRND	23627
ARHGEF16	27237
RNF150	57484
C1QTNF7	114905
AOX1	316
SYNDIG1	79953
STARD4-AS1	100505678
PGBD5	79605
SCARA3	51435
DNAH10	196385
MEX3A	92312
GSN-AS1	57000
NDRG4	65009
HIF3A	64344
ADAMTS9-AS1	101929335
CLEC18A	348174
DCSTAMP	81501
FRAS1	80144
PHOSPHO1	162466
PLIN5	440503
VWA7	80737
RAB9B	51209
KCND1	3750
FDXR	2232
SAMM50	25813
RCC1L	81554
DNAJC28	54943
TCEA1	6917
SLC25A25-AS1	100289019
TNFSF11	8600
GSPT1	2935
FRG1	2483
TMEM236	653567
SUSD2	56241
TLE6	79816
IL20RB	53833
ZNF782	158431
SNRK	54861
TUBG2	27175
NUTM2D	728130
UXT-AS1	100133957
CARD8	22900
UNC5C	8633
LINC01235	401492
NGF	4803
HAS1	3036
SERPINB2	5055
LRP4	4038
CHSY3	337876
INHBA-AS1	285954
MEDAG	84935
HOXC6	3223
LINC01800	101927438
PGA4	643847
VEGFC	7424
GALNT16	57452
SAMD5	389432
FZD8	8325
CDC20B	166979
FOXF2	2295
TMEM200B	399474
HOXA-AS2	285943
LRRN1	57633
ADAMTS14	140766
CBLN1	869
CHRM3	1131
PROM1	8842
LCA5L	150082
CXXC5-AS1	111082989
RARB	5915
NUDT13	25961
SNW1	22938
MAML1	9794
NLGN4Y	22829
EHMT2	10919
INVS	27130
FAHD2A	51011
SENP8	123228
HSD11B2	3291
DCHS1	8642
ZNF225	7768
CAGE1	285782
PSMA8	143471
TRIM16L	147166
HCRT	3060
ZNF774	342132
XK	7504
HYAL1	3373
C7orf57	136288
KLC2	64837
SMYD3	64754
ANKRD27	84079
WDR12	55759
NAXD	55739
ZNF710-AS1	109729181
ITGA2	3673
TEF	7008
LINC01133	100505633
FAM110C	642273
CCR9	10803
SOX12	6666
BMS1	9790
MGAT4C	25834
IGHE	3497
CMTM2	146225
ACAN	176
SFTPD	6441
CRYM	1428
CCDC178	374864
NAT8L	339983
CD207	50489
LINC02413	105369906
KLHL4	56062
HORMAD2-AS1	101929664
DYNC1I1	1780
KLK11	11012
STOX2	56977
AUNIP	79000
ERICH6	131831
ASB3	51130
WDR4	10785
USP14	9097
NKILA	105416157
ALG10	84920
GRIP1	23426
CD177	57126
C2CD5	9847
MYBBP1A	10514
DDX60	55601
CCDC174	51244
STRIP1	85369
EXOSC3	51010
LRP2BP	55805
PJVK	494513
MTBP	27085
RNF208	727800
TAS2R14	50840
UPK3BL1	100134938
GNAZ	2781
MMP1	4312
MESD	23184
IQCC	55721
TMEM63C	57156
LINC01816	100133985
AASDH	132949
SLC16A4	9122
PRG2	5553
ADAMTS13	11093
LINC00525	84847
FAM225A	286333
HEATR9	256957
SLC29A4	222962
STC2	8614
EPHX3	79852
MT1A	4489
ACSS3	79611
GHR	2690
MAMDC2	256691
IL17RD	54756
LINC01010	154092
MYRIP	25924
RHOXF1-AS1	101928969
MEG8	79104
NRIP2	83714
SORCS2	57537
HOXD3	3232
ACKR1	2532
MIPOL1	145282
CORO2B	10391
IGHJ3	28479
AUH	549
LMF1	64788
FAR2	55711
CKLF-CMTM1	100529251
ZNF624	57547
C4BPB	725
MEIS3	56917
HCG25	414765
DTWD2	285605
FDXACB1	91893
POLN	353497
LRRC63	220416
ROR2	4920
MYRF	745
LINC02265	101060498
PACRGL	133015
PRIMPOL	201973
CCDC74B	91409
RFK	55312
IRF2	3660
FUNDC1	139341
THAP12	5612
AAR2	25980
KCNMB3	27094
ADGRB2	576
LINC01963	150967
CADM4	199731
ZNF829	374899
SDCBP2	27111
ACTRT3	84517
IGLV2-18	28814
LCN6	158062
MARK1	4139
UQCRHL	440567
PCDHGA12	26025
IGKV3-7	28915
DHRS2	10202
IGKV3D-7	28877
PLA2G2A	5320
GAL3ST2	64090
RNF217-AS1	7955
MFAP5	8076
IGHV4-55	28393
FGD1	2245
IRF6	3664
ATP6AP1L	92270
HSD17B2	3294
PLBD1-AS1	101928290
SPAAR	158376
SATB2	23314
IGLC6	3542
TMC7	79905
PRDM6	93166
BDKRB2	624
RNASEH2B-AS1	100874255
GTF2H2	2966
NTRK2	4915
RGMA	56963
MET	4233
WDR27	253769
ZNF711	7552
TLCD2	727910
NDUFV1	4723
LENG9	94059
CPT1B	1375
POLR2J2	246721
EVA1A	84141
AK8	158067
RAB36	9609
ARRDC3-AS1	100129716
WDR18	57418
GRB7	2886
SFTA2	389376
DPT	1805
GREB1	9687
CD300LG	146894
TRPA1	8989
PGAM2	5224
ADORA1	134
GABRD	2563
CLDN11	5010
CDK15	65061
CLEC20A	400797
GKN2	200504
FENDRR	400550
LRRN4CL	221091
BICDL2	146439
CA12	771
CNTN4	152330
GFRA1	2674
HAGLR	401022
NRIR	104326052
FAM72D	728833
LINC00960	401074
SPATA21	374955
LRRC4B	94030
LINC02193	105371423
OGFOD2	79676
LNP1	348801
B3GLCT	145173
KAT2B	8850
CRTC3-AS1	101926895
GPRC5A	9052
TMEM217	221468
GMEB2	26205
KIF3A	11127
GPM6B	2824
PXN-AS1	100506649
CEP76	79959
KCNC4	3749
GCC2-AS1	644903
STARD10	10809
TYW1B	441250
SH3BP1	23616
GPATCH4	54865
TIGD2	166815
SLC8A1-AS1	100128590
GLIS2	84662
NUDT11	55190
TMPPE	643853
RNASEK-C17orf49	100529209
CYP46A1	10858
LRRC69	100130742
ARF4-AS1	106144532
ANXA10	11199
MSS51	118490
SLC12A3	6559
DUSP15	128853
GLTPD2	388323
CABP1	9478
ETV4	2118
LINC00494	284749
LGI4	163175
DIO3OS	64150
ADAMTSL1	92949
FHOD3	80206
INAVA	55765
ABCC6	368
TMEM198	130612
ABCA9	10350
ELFN1	392617
PTHLH	5744
CEACAM19	56971
RAB3B	5865
LYPD1	116372
TDRD10	126668
RASL11B	65997
FLNC	2318
LAMC3	10319
LRRC70	100130733
SEMA6A-AS1	101927233
EFCC1	79825
SOX6	55553
WARS2	10352
CRLF2	64109
FBXO46	23403
CACYBP	27101
KLF8	11279
AQP11	282679
MST1	4485
SPIRE2	84501
PHKG1	5260
HHAT	55733
CTXN1	404217
ARHGEF37	389337
TMEM52	339456
TREX1	11277
ACOT1	641371
JRK	8629
CAPS2	84698
TTC9C	283237
BICRA	29998
STXBP4	252983
ZNF713	349075
EGFL6	25975
LRRC37A3	374819
STRN	6801
PSMG1	8624
BLOC1S3	388552
STC1	6781
MPV17L	255027
RIMKLA	284716
GFRA3	2676
PROC	5624
SERPINA9	327657
SLC22A16	85413
RAB26	25837
RGS7	6000
CLCN1	1180
NKX2-3	159296
DIRAS3	9077
IL1RL2	8808
GGN	199720
MORN1	79906
RAC3	5881
LRRC20	55222
PDZD7	79955
ARFGEF3	57221
RDH5	5959
RNF215	200312
OCLN	100506658
GATA4	2626
COQ10A	93058
ASB9	140462
GTF3C2	2976
TBX6	6911
WDR7	23335
ZNF674	641339
RNF149	284996
C8orf88	100127983
GATB	5188
NPIPB13	613037
SLC25A27	9481
CDH1	999
ANKRD53	79998
MTCL1	23255
ADRA2A	150
UTP23	84294
CEBPE	1053
CHRNA5	1138
LAD1	3898
LINC00865	643529
TRIM62	55223
LINC01484	101928136
CILP	8483
SNCAIP	9627
DLX2	1746
FA2H	79152
CA4	762
SIRPD	128646
LPIN3	64900
CNTN1	1272
CXXC4	80319
NRK	203447
CHRD	8646
AMHR2	269
PROX1	5629
GABRE	2564
ARHGAP28	79822
GATA1	2623
ARHGEF26	26084
CHTF18	63922
CCDC150	284992
TICRR	90381
PDRG1	81572
C1QTNF6	114904
MRPL32	64983
NOC3L	64318
CTF1	1489
ZNF254	9534
ARRDC5	645432
LCN10	414332
POT1	25913
CLIP3	25999
DET1	55070
IDUA	3425
SEMA3A	10371
CRMP1	1400
CRYGS	1427
CYP2E1	1571
CEMIP	57214
ZSCAN12	9753
GPR27	2850
LMTK2	22853
MYCBP2	23077
SSC4D	136853
FAM95B1	100133036
NKAPD1	55216
LRIG3	121227
KRT20	54474
TMEM74B	55321
SYTL5	94122
FOXD1	2297
LNX1	84708
PLCXD3	345557
ENPP6	133121
TMEM100	55273
NPNT	255743
NDP	4693
GALR2	8811
ASPHD1	253982
PAPPA	5069
IGLV5-48	28780
HOXD-AS2	100506783
PEX12	5193
IGIP	492311
EFHD1	80303
LRP6	4040
MANSC1	54682
DHFR	1719
CELSR2	1952
CCDC122	160857
ZNF441	126068
HOXA4	3201
LINC02580	100506047
ZNF20	7568
AARS2	57505
MAP3K21	84451
LINC02099	101929450
CARNS1	57571
TUFT1	7286
SLC6A16	28968
ZBTB42	100128927
FNTB	2342
SMPD2	6610
DHX37	57647
AASS	10157
TMEM51-AS1	200197
APLP1	333
TBC1D8-AS1	100506286
POLR3C	10623
LINC01303	101927780
NKX3-1	4824
CCDC144NL-AS1	440416
GOLGA8R	101059918
APOM	55937
GATAD2B	57459
PROB1	389333
DNM3	26052
CYP27B1	1594
TSR3	115939
PRKAB2	5565
KAT2A	2648
XPNPEP2	7512
POLR3G	10622
ARNT2	9915
KCNH4	23415
CLEC6A	93978
KLF1	10661
LINC00607	646324
DNAH17	8632
SOX9	6662
TMEM17	200728
DIRAS1	148252
LINC02019	107986085
MYO1A	4640
TEX41	401014
CBS	875
EFCAB8	388795
CCDC78	124093
PLCD3	113026
DNMT3B	1789
EIF3B	8662
URB2	9816
TMEM231	79583
LSMEM1	286006
ANXA3	306
C2CD4B	388125
RHEBL1	121268
NFYB	4801
PADI4	23569
GPRC5B	51704
LRP11	84918
PAN3-AS1	100288730
DEGS2	123099
ZNF343	79175
FUBP3	8939
PIK3R2	5296
C5orf22	55322
ARX	170302
NPB	256933
GPIHBP1	338328
FRMPD3	84443
IL17F	112744
ROBO2	6092
ADAMTSL3	57188
ZFHX4	79776
CDH6	1004
VTN	7448
PDE10A	10846
PCDH7	5099
IGSF21	84966
HTR3A	3359
DRG2	1819
ZNF280C	55609
ABCA10	10349
SPINK1	6690
TMEM244	253582
FGFRL1	53834
ZNF670-ZNF695	100533111
NEO1	4756
CENPI	2491
HCN3	57657
RAPGEFL1	51195
METTL2B	55798
GASAL1	401472
MIR194-2HG	105369343
ZNF423	23090
MRPS30-DT	100506674
MSH5-SAPCD1	100532732
HSPA4L	22824
COL7A1	1294
ZMYND10	51364
PTGER3	5733
TTLL1	25809
ZBED6	100381270
CEP85	64793
PTK6	5753
EML2	24139
ZC3HAV1L	92092
KCTD21	283219
CCL19	6363
SYBU	55638
LHX6	26468
STEAP1	26872
KCNH8	131096
IGKV1OR2-108	28862
RASSF9	9182
ADH1B	125
DZIP1	22873
RSPO3	84870
LINC01117	102724224
KCNIP1	30820
ROR1	4919
HRK	8739
GLI1	2735
LAMA1	284217
ADCY5	111
LYNX1-SLURP2	111188157
AMY2B	280
FYCO1	79443
PCSK6	5046
APOA2	336
PLCH2	9651
INO80D	54891
POLR3B	55703
TRAFD1	10906
SEMA6A	57556
C19orf47	126526
SETDB1	9869
CPNE9	151835
CCDC142	84865
ITPR1-DT	100996539
BCAS1	8537
SYNM	23336
VSIG10	54621
USP35	57558
GPR132	29933
TRAF3IP2-AS1	643749
CCDC110	256309
INO80B	83444
CA10	56934
TTC33	23548
DDX43	55510
ZNF501	115560
E2F2	1870
MSANTD2	79684
COMMD7	149951
SIGLEC8	27181
LSAMP	4045
RNF180	285671
EPHA3	2042
SEC16B	89866
THSD7B	80731
IGLV5-45	28781
GLI2	2736
GPR85	54329
DMC1	11144
IGKV1-37	28931
SULT1C4	27233
CAMP	820
SULT1A2	6799
NLGN4X	57502
IGLV1-50	28821
MUCL3	135656
SPATC1L	84221
ZC3H11B	643136
NRCAM	4897
AZU1	566
ARHGAP44	9912
RUSC1-AS1	284618
SLC41A1	254428
RBM15-AS1	440600
CDK7	1022
WDR74	54663
DNAH14	127602
EBF4	57593
ATP2A1-AS1	100289092
ZNF222	7673
TMOD2	29767
DTX3	196403
CDKL3	51265
ZNF304	57343
GAST	2520
GPC3	2719
ST20-AS1	283687
TIGD3	220359
SCOC-AS1	100129858
CRIP3	401262
FRK	2444
C19orf84	147646
EME1	146956
EGFLAM	133584
NOX4	50507
DGKK	139189
LINC00582	100287814
ZIM2	23619
ZKSCAN7	55888
RBMX2	51634
LINC02352	102725022
PITX1	5307
LINC01670	105379487
AMN1	196394
CNOT10	25904
GPN1	11321
C21orf58	54058
UCP3	7352
KCNIP2	30819
CEP131	22994
ADGRA3	166647
NRF1	4899
IAH1	285148
DSCR9	257203
BCORL1	63035
NOC4L	79050
ZNF112	7771
FZD7	8324
GRIN3A	116443
ENPP1	5167
ANKLE1	126549
PLCB4	5332
KIF26B	55083
LINC02043	102724699
MAFIP	727764
ARMH4	145407
EIF2B4	8890
FRAT1	10023
CCDC171	203238
MTFMT	123263
SCAP	22937
SCARA5	286133
NOVA2	4858
IGLV3-16	28799
SAMD13	148418
UNC5B-AS1	728978
CADPS	8618
NEK10	152110
M1AP	130951
TUBB2B	347733
SGCA	6442
CPZ	8532
OXER1	165140
IGHV3-69-1	28402
CXCL11	6373
CRISPLD1	83690
RYR2	6262
LINC00472	79940
WT1	7490
FCRL4	83417
IGKV1D-17	28900
GIPC2	54810
KIF26A	26153
FAM162B	221303
SCN7A	6332
RASAL1	8437
RAVER2	55225
SBF2-AS1	283104
TOM1L1	10040
DNMBP-AS1	100188954
MYO7B	4648
SEC23A	10484
EGOT	100126791
SSR1	6745
ZFHX2	85446
CBX2	84733
PTOV1-AS1	100506033
ARSJ	79642
CFAP97D2	101929355
NCR2	9436
RNF32	140545
ZNF16	7564
RHOD	29984
PYCARD-AS1	100652740
SMURF1	57154
RAB6B	51560
PSMD6-AS2	100507062
PLCE1	51196
CDH24	64403
RIOK2	55781
DDX5	1655
BMP8A	353500
SGIP1	84251
DCC	1630
FGF13	2258
C1QTNF2	114898
PODNL1	79883
GNB3	2784
SEMA6D	80031
FGF7	2252
MGAM	8972
SOBP	55084
MIR3142HG	107075116
ARC	23237
TRRAP	8295
TIGD6	81789
ADAMTS17	170691
TBCCD1	55171
SEMA4C	54910
PLEKHA4	57664
FAM156A	29057
CNIH2	254263
PRSS12	8492
CRABP2	1382
CDC42EP3	10602
FKTN	2218
LEPR	3953
MGARP	84709
ADCY1	107
TWIST2	117581
CHL1	10752
SMO	6608
BIRC7	79444
SYTL4	94121
CLDN14	23562
LRRC49	54839
OIT3	170392
PTPN21	11099
LINC01055	103752581
TGM1	7051
DNASE1L2	1775
KRT23	25984
WRAP53	55135
ELFN1-AS1	101927125
SAMD14	201191
ITGA10	8515
GLIS3	169792
INO80E	283899
CPT1C	126129
SEMA3B	7869
DNALI1	7802
NPPA-AS1	100379251
REEP2	51308
VWCE	220001
FSIP1	161835
IL21	59067
RIMS3	9783
CLBA1	122616
OSCP1	127700
MME	4311
PRDM5	11107
RAB29	8934
GSTO2	119391
ZNF805	390980
NAPA-AS1	100505681
SHF	90525
GLRX5	51218
IFNL1	282618
LRRC24	441381
AGRP	181
PRR16	51334
CCL7	6354
SHISA2	387914
HAS2	3037
FAM81A	145773
MSX1	4487
PRKD1	5587
SCHIP1	29970
DUSP26	78986
TRIM55	84675
TFAP2E	339488
ZNF530	348327
GATC	283459
LCNL1	401562
MICB	4277
L2HGDH	79944
ZNF625	90589
LINC02422	105369723
NPIPB12	440353
FBXL12	54850
CEP112	201134
RAB15	376267
SH3BGRL2	83699
COG6	57511
POU3F1	5453
ATP8B3	148229
NKAPL	222698
F2RL2	2151
VLDLR	7436
PMF1-BGLAP	100527963
MMP25	64386
TRMT44	152992
PRSS3	5646
ZNF611	81856
MIGA2	84895
UBR3	130507
ICA1	3382
C19orf33	64073
SLC16A14	151473
ATP6V0D2	245972
TNFRSF19	55504
COL21A1	81578
ZFPM2	23414
TRH	7200
DACT3	147906
WDR49	151790
SHD	56961
CSRNP3	80034
USP2	9099
PITPNM3	83394
DRD4	1815
SVEP1	79987
IGSF10	285313
GLT8D1	55830
N4BP2L1	90634
PABPC4	8761
STAC	6769
LINC02021	105374104
ZNF449	203523
C16orf95	100506581
NOL6	65083
EHBP1	23301
ZNF440	126070
RGPD8	727851
ABHD14A	25864
TRUB1	142940
CARD14	79092
KCNS3	3790
ZNF471	57573
SCGB3A1	92304
MFAP3	4238
ZNF143	7702
HIBADH	11112
HYAL3	8372
RPGRIP1L	23322
CYP1B1-AS1	285154
LINC02539	100507406
SCN4B	6330
PDZRN3	23024
SLC7A2	6542
SSTR2	6752
F10	2159
PDE3A	5139
AHNAK2	113146
NGFR	4804
PHF20	51230
DCUN1D4	23142
ZFP57	346171
ZNF517	340385
POM121	9883
PARD3B	117583
INTS11	54973
LTF	4057
FLAD1	80308
WDR5	11091
PIP4K2C	79837
METTL2A	339175
TFF3	7033
C6orf52	347744
BBS10	79738
POLR3D	661
CEP104	9731
ALPK3	57538
SAMD11	148398
THAP10	56906
LGALS9B	284194
SYCE1	93426
ZSCAN25	221785
EHHADH	1962
APOBEC3D	140564
ELOA-AS1	100506963
FAM131B	9715
FLVCR1-DT	642946
LRRC75A	388341
GDPD3	79153
ZNF384	171017
PTGES	9536
ACHE	43
RAB44	401258
IGKV1D-27	28898
LINC00968	100507632
IGKV2-24	28923
MMP16	4325
TFPI2	7980
LURAP1L	286343
ITGAD	3681
PHYKPL	85007
ERV3-1	2086
CENPS	378708
CACNB4	785
RDM1	201299
UNC119B	84747
ZNF775	285971
PKP2	5318
SERPINI1	5274
POLR1B	84172
ARHGAP32	9743
WASF3	10810
CHMP4C	92421
MSLN	10232
GLDN	342035
HMCN1	83872
HDDC2	51020
CDK4	1019
PLPP7	84814
LRTOMT	220074
VGLL3	389136
C4B	721
MEIS1	4211
EFHB	151651
HSPB2	3316
IGLV1-41	28824
TBX1	6899
IGKV2-29	28920
HIGD1B	51751
FAM110D	79927
AOC3	8639
SLC16A2	6567
FBXL7	23194
EDC3	80153
C8orf82	414919
TAS1R3	83756
MRE11	4361
PHEX	5251
EXOC8	149371
ZSCAN22	342945
LARS2	23395
RCCD1	91433
RBMXL1	494115
CCDC51	79714
RDH13	112724
MLLT11	10962
B4GALT1-AS1	101929639
NUTM2B-AS1	101060691
EIPR1	7260
TNFAIP8L3	388121
CHRNA1	1134
THSD7A	221981
PACERR	103752588
LINC02139	400548
ASAP3	55616
CCDC8	83987
CXCL5	6374
IGHV3-13	28449
DSEL	92126
DPY19L2	283417
DNAJC3-DT	100289274
SLC6A9	6536
LINC01176	100506516
LRRC75B	388886
PRDM15	63977
EEF1AKMT1	221143
